"X1","X2","Y"
0.0361894296947867,0.880997041705996,"1"
0.0524973254650831,0.28448520344682,"0"
0.785387185402215,0.105874765198678,"0"
0.138127882266417,0.730604890035465,"0"
0.306714098202065,0.258459246717393,"0"
0.940827975515276,0.706335168564692,"0"
0.94890741026029,0.267255803802982,"0"
0.656785308616236,0.501051845261827,"0"
0.264343984425068,0.244074056390673,"0"
0.903085103491321,0.470918968785554,"0"
0.72969899745658,0.587303918320686,"0"
0.798616653308272,0.513302210019901,"0"
0.244394588982686,0.910893773427233,"0"
0.289528927532956,0.0687804040499032,"1"
0.827199226478115,0.445956421317533,"1"
0.346303743077442,0.896841022185981,"0"
0.823184793349355,0.348168642260134,"0"
0.331136343535036,0.536462510935962,"0"
0.727455941494554,0.328976853517815,"0"
0.979430408217013,0.288383898558095,"0"
0.682586211245507,0.0791180622763932,"0"
0.240893550915644,0.181842693593353,"0"
0.424802445340902,0.618272909428924,"0"
0.419707262888551,0.113298587035388,"0"
0.861086132470518,0.784044067841023,"0"
0.466848625568673,0.918496919330209,"0"
0.669504492776468,0.0301316895056516,"0"
0.445090419845656,0.302453298354521,"0"
0.298195598181337,0.0251653387676924,"0"
0.567761522019282,0.637048689648509,"0"
0.601943839108571,0.203570740530267,"0"
0.344045947073027,0.151996747357771,"0"
0.933390797115862,0.27728299703449,"0"
0.489739681128412,0.156829317333177,"0"
0.116019512759522,0.900981281884015,"0"
0.154207652900368,0.557127240113914,"0"
0.486753693316132,0.65392693108879,"0"
0.96116043953225,0.960145268589258,"0"
0.955569031881168,0.209398058010265,"0"
0.897134966449812,0.32078147912398,"0"
0.70711316447705,0.633698309771717,"0"
0.618273460771888,0.366233879234642,"0"
0.904939952772111,0.411348300054669,"0"
0.527483543846756,0.570552215678617,"0"
0.54770731809549,0.0466107768006623,"0"
0.622937597101554,0.378623496741056,"0"
0.110835961066186,0.466800029855222,"1"
0.00491353264078498,0.606856044381857,"0"
0.860834878170863,0.208629954373464,"0"
0.869977110531181,0.216916593722999,"0"
0.175394135992974,0.00466567650437355,"1"
0.604397327871993,0.704543911153451,"0"
0.151303320657462,0.882066439604387,"1"
0.492650171974674,0.37486760946922,"0"
0.788529754383489,0.0125404726713896,"0"
0.984783523483202,0.200054963584989,"0"
0.183640870498493,0.141565354773775,"0"
0.330874165520072,0.275608451338485,"1"
0.847448725253344,0.675290774088353,"0"
0.490748955868185,0.0208953039254993,"0"
0.531709795584902,0.551878358004615,"0"
0.68345245346427,0.804219438461587,"1"
0.504865983733907,0.474880164721981,"0"
0.926354867871851,0.702657296322286,"0"
0.297469797311351,0.827808675356209,"1"
0.118265600176528,0.552546145860106,"1"
0.556098332395777,0.158470303053036,"0"
0.458273462019861,0.444279302144423,"0"
0.539334733271971,0.405508358264342,"0"
0.683557933894917,0.254913471639156,"0"
0.583529359428212,0.0458124799188226,"0"
0.278701808070764,0.725858992896974,"0"
0.386337849777192,0.24776853621006,"1"
0.868794898502529,0.588809728622437,"0"
0.970283103641123,0.0503145030234009,"0"
0.795277312630787,0.0928219379857183,"0"
0.259400624316186,0.684114944655448,"0"
0.256238884525374,0.0635335459373891,"0"
0.125537870684639,0.110609838506207,"1"
0.435421058908105,0.0269320635125041,"0"
0.875295277684927,0.653166699456051,"0"
0.126432835822925,0.704689864069223,"1"
0.951658753678203,0.208380086347461,"0"
0.432793884072453,0.623347468907014,"0"
0.00692923017777503,0.898905686568469,"0"
0.480441838968545,0.0972259258851409,"0"
0.580748141976073,0.218809632584453,"0"
0.709972049575299,0.614353052573279,"0"
0.912361041177064,0.50120191834867,"0"
0.179007322760299,0.69832669920288,"0"
0.0320681023877114,0.863440534798428,"0"
0.615216108504683,0.899387830169871,"0"
0.847016339423135,0.152281829621643,"0"
0.803629886358976,0.935109122656286,"0"
0.556771893287078,0.0356347165070474,"0"
0.78861970664002,0.530376796843484,"0"
0.361625570105389,0.000613422598689795,"0"
0.996043835300952,0.805317421909422,"0"
0.109316304326057,0.484641770832241,"0"
0.891333980252966,0.408551866887137,"0"
0.21801865613088,0.0603517473209649,"0"
0.540777656249702,0.543235561344773,"0"
0.849093164550141,0.4353483740706,"0"
0.433069149032235,0.775515160989016,"0"
0.784780624322593,0.409224333241582,"0"
0.678055548341945,0.745470555499196,"0"
0.552677746163681,0.231174002867192,"0"
0.779677274171263,0.701406353153288,"0"
0.278534524142742,0.603196479380131,"0"
0.303266406292096,0.978162380401045,"0"
0.509445953648537,0.51801733719185,"0"
0.794972063507885,0.561407995875925,"0"
0.138010453432798,0.796163249528036,"1"
0.0445064441300929,0.661413161084056,"1"
0.60785318701528,0.0662058603484184,"0"
0.825152105186135,0.432162042940035,"1"
0.0897118621505797,0.126363570801914,"0"
0.0294377603568137,0.453942560125142,"0"
0.812700723065063,0.219564538449049,"0"
0.657227303599939,0.00395940942689776,"0"
0.251300157513469,0.141388063551858,"0"
0.279493589419872,0.410927893361077,"0"
0.585712720174342,0.548325390089303,"0"
0.571772727183998,0.0864402421284467,"1"
0.38060935633257,0.446109373588115,"0"
0.265805317088962,0.944495539646596,"1"
0.668483313405886,0.99011588213034,"0"
0.0150740412063897,0.331731180427596,"0"
0.352485994342715,0.549879336496815,"0"
0.331390995765105,0.596716202329844,"0"
0.549855770543218,0.137791637796909,"0"
0.417030345881358,0.565736578311771,"0"
0.617424565600231,0.117732636863366,"0"
0.233404305530712,0.538314359961078,"1"
0.250896464800462,0.541764103109017,"0"
0.882079870440066,0.552747229812667,"0"
0.742253028089181,0.441818991675973,"0"
0.489235312910751,0.379188543884084,"0"
0.920024056918919,0.499298148555681,"0"
0.83597086975351,0.360180359100923,"1"
0.473003675462678,0.558979078195989,"0"
0.962357972981408,0.733566783834249,"0"
0.422694347565994,0.184496474917978,"0"
0.514388120500371,0.619606252992526,"0"
0.356229938333854,0.928998186718673,"0"
0.0234576056245714,0.783584458753467,"0"
0.376212922856212,0.514650320401415,"0"
0.934436087263748,0.693717598682269,"1"
0.646010536933318,0.468983326340094,"0"
0.82232303568162,0.247303233714774,"0"
0.658290068851784,0.680988822132349,"1"
0.330548806348816,0.426888862624764,"0"
0.112992915092036,0.0141334042418748,"0"
0.0572740011848509,0.380185789661482,"1"
0.64038693299517,0.60083422344178,"1"
0.809542277827859,0.374722233042121,"0"
0.265633150935173,0.457971687661484,"0"
0.18741085100919,0.913174852728844,"0"
0.80197005206719,0.848661598283798,"1"
0.813121506245807,0.238790507195517,"1"
0.579228614922613,0.743393607670441,"0"
0.812883253674954,0.947755912784487,"1"
0.0443147490732372,0.296005398500711,"0"
0.861486570443958,0.832251141779125,"0"
0.606892295414582,0.475570677546784,"0"
0.858722650678828,0.912832792615518,"0"
0.409185569034889,0.536150104366243,"0"
0.866288857534528,0.247155003482476,"0"
0.637454432668164,0.354127346072346,"0"
0.196025473764166,0.86015841155313,"1"
0.706630483036861,0.512312684673816,"0"
0.613556333817542,0.237094867508858,"0"
0.466631565708667,0.827071070438251,"1"
0.303578150924295,0.957321812398732,"1"
0.457975220168009,0.52541396766901,"0"
0.800231554079801,0.45670425076969,"0"
0.724098424427211,0.397569972556084,"0"
0.696256957948208,0.415013796417043,"0"
0.0259389651473612,0.884449885459617,"1"
0.682761670090258,0.0947335686068982,"0"
0.0110093762632459,0.539173259865493,"0"
0.339063251623884,0.366696248529479,"0"
0.98937820433639,0.462597690988332,"0"
0.815965494839475,0.799823906738311,"0"
0.747301062801853,0.686381011037156,"0"
0.466166113270447,0.722001246875152,"0"
0.771439627511427,0.370034992462024,"0"
0.123845439404249,0.941871638176963,"1"
0.107278782641515,0.124154768651351,"0"
0.801308329915628,0.692040561465546,"0"
0.717748079448938,0.987547717289999,"0"
0.50234606070444,0.697175570996478,"0"
0.884466047631577,0.211415447294712,"0"
0.533752648858353,0.289446054957807,"0"
0.622633621795103,0.641727018402889,"0"
0.583775849547237,0.64839829527773,"0"
0.565938675776124,0.0954759728629142,"0"
0.64753240859136,0.40151688316837,"0"
0.975111786276102,0.623850267613307,"0"
0.332682704087347,0.553004107903689,"0"
0.962276112753898,0.294738034252077,"0"
0.575822018785402,0.142946684500203,"0"
0.51043820171617,0.926767299184576,"0"
0.00523282354697585,0.801073822192848,"1"
0.573723206762224,0.22815426113084,"0"
0.480580374365672,0.498673191992566,"0"
0.788394038332626,0.491217581322417,"0"
0.629942871630192,0.488269767956808,"0"
0.815118597587571,0.621930208988488,"1"
0.913677375763655,0.271338914753869,"0"
0.253481588559225,0.133655230514705,"0"
0.695504883071408,0.930632352363318,"0"
0.384498242521659,0.96725769713521,"0"
0.00598762952722609,0.192762887338176,"0"
0.410518096061423,0.12609491776675,"0"
0.75757145951502,0.474693563766778,"0"
0.261131987674162,0.315464128274471,"0"
0.350122085772455,0.166846248786896,"0"
0.728757222881541,0.668997556203976,"0"
0.625941616715863,0.926343363476917,"0"
0.131057730177417,0.98407363309525,"1"
0.506067417794839,0.590183570049703,"1"
0.283021171344444,0.788679421180859,"1"
0.778226699912921,0.29497901070863,"0"
0.320017567370087,0.135876552201807,"0"
0.26116969413124,0.148937777383253,"0"
0.236580453347415,0.378461392829195,"0"
0.359822829021141,0.17965247691609,"0"
0.118974817916751,0.385460563469678,"0"
0.0197862850036472,0.291140741901472,"1"
0.985983831807971,0.710355991730466,"0"
0.754178918199614,0.999182679224759,"1"
0.388136441353709,0.999828637111932,"0"
0.325095386710018,0.172315822681412,"0"
0.234501083381474,0.204320634016767,"0"
0.726721929386258,0.499006549594924,"0"
0.355848527746275,0.632968575460836,"0"
0.0680428901687264,0.457032507983968,"0"
0.808178551029414,0.135846957797185,"0"
0.465852717636153,0.792320551117882,"1"
0.688353356905282,0.44993501342833,"0"
0.34259635861963,0.0274290605448186,"0"
0.504859991604462,0.286564490292221,"0"
0.809077243786305,0.389685260364786,"0"
0.938696559285745,0.800615543266758,"1"
0.586996440310031,0.504738243063912,"0"
0.576051990501583,0.00649022380821407,"0"
0.421550292056054,0.288568282499909,"0"
0.943410560721532,0.836938354186714,"1"
0.954361757030711,0.438148386310786,"0"
0.40733435167931,0.314376739785075,"0"
0.587414358742535,0.954216774553061,"0"
0.300878819078207,0.337515379302204,"0"
0.305460980627686,0.550501109100878,"0"
0.594789796043187,0.736998799722642,"0"
0.562344019999728,0.0519084229599684,"0"
0.514441677834839,0.258841102244332,"0"
0.465020716655999,0.375756526598707,"0"
0.505901593947783,0.541246564360335,"0"
0.846433986909688,0.29981544543989,"0"
0.46620278339833,0.24347799224779,"0"
0.144242835696787,0.204913796856999,"0"
0.8848311745096,0.427272511646152,"0"
0.418125980999321,0.779617643682286,"0"
0.470496451947838,0.825994823360816,"0"
0.307609744137153,0.113657691283152,"0"
0.58796542766504,0.141572004184127,"0"
0.824639624450356,0.572223819093779,"0"
0.805956303607672,0.384633417939767,"0"
0.710141784278676,0.607006121892482,"0"
0.410480003803968,0.504063827684149,"0"
0.622361741028726,0.4896911138203,"0"
0.735684952465817,0.454971474129707,"0"
0.919041015906259,0.310248887166381,"0"
0.424504088936374,0.200606178492308,"0"
0.390771166887134,0.853575116489083,"0"
0.703110601985827,0.50230091274716,"0"
0.77038642950356,0.489054683828726,"0"
0.450458529172465,0.125838400097564,"0"
0.354328561108559,0.561649788869545,"0"
